Edad simple;Sexo;Periodo;Total
99 años;Total;1 de octubre de 2011;""
99 años;Total;1 de julio de 2011;6.024
99 años;Total;1 de abril de 2011;""
99 años;Total;1 de enero de 2011;5.381
99 años;Total;1 de octubre de 2010;""
99 años;Total;1 de julio de 2010;5.252
99 años;Total;1 de abril de 2010;""
99 años;Total;1 de enero de 2010;5.009
99 años;Total;1 de octubre de 2009;""
99 años;Total;1 de julio de 2009;4.760
99 años;Total;1 de abril de 2009;""
99 años;Total;1 de enero de 2009;4.454
99 años;Total;1 de octubre de 2008;""
99 años;Total;1 de julio de 2008;4.208
99 años;Total;1 de abril de 2008;""
99 años;Total;1 de enero de 2008;3.872
99 años;Total;1 de octubre de 2007;""
99 años;Total;1 de julio de 2007;3.880
99 años;Total;1 de abril de 2007;""
99 años;Total;1 de enero de 2007;3.791
99 años;Total;1 de octubre de 2006;""
99 años;Total;1 de julio de 2006;3.641
99 años;Total;1 de abril de 2006;""
99 años;Total;1 de enero de 2006;3.469
99 años;Total;1 de octubre de 2005;""
99 años;Total;1 de julio de 2005;3.414
99 años;Total;1 de abril de 2005;""
99 años;Total;1 de enero de 2005;3.502
99 años;Total;1 de octubre de 2004;""
99 años;Total;1 de julio de 2004;3.313
99 años;Total;1 de abril de 2004;""
99 años;Total;1 de enero de 2004;3.069
99 años;Total;1 de octubre de 2003;""
99 años;Total;1 de julio de 2003;3.124
99 años;Total;1 de abril de 2003;""
99 años;Total;1 de enero de 2003;3.107
99 años;Total;1 de octubre de 2002;""
99 años;Total;1 de julio de 2002;3.090
99 años;Total;1 de abril de 2002;""
99 años;Total;1 de enero de 2002;3.094
99 años;Total;1 de octubre de 2001;""
99 años;Total;1 de julio de 2001;2.865
99 años;Total;1 de abril de 2001;""
99 años;Total;1 de enero de 2001;2.464
99 años;Total;1 de octubre de 2000;""
99 años;Total;1 de julio de 2000;2.275
99 años;Total;1 de abril de 2000;""
99 años;Total;1 de enero de 2000;2.016
99 años;Total;1 de octubre de 1999;""
99 años;Total;1 de julio de 1999;1.653
99 años;Total;1 de abril de 1999;""
99 años;Total;1 de enero de 1999;1.222
99 años;Total;1 de octubre de 1998;""
99 años;Total;1 de julio de 1998;1.159
99 años;Total;1 de abril de 1998;""
99 años;Total;1 de enero de 1998;1.062
99 años;Total;1 de octubre de 1997;""
99 años;Total;1 de julio de 1997;1.077
99 años;Total;1 de abril de 1997;""
99 años;Total;1 de enero de 1997;1.063
99 años;Total;1 de octubre de 1996;""
99 años;Total;1 de julio de 1996;1.125
99 años;Total;1 de abril de 1996;""
99 años;Total;1 de enero de 1996;1.200
99 años;Total;1 de octubre de 1995;""
99 años;Total;1 de julio de 1995;1.301
99 años;Total;1 de abril de 1995;""
99 años;Total;1 de enero de 1995;1.344
99 años;Total;1 de octubre de 1994;""
99 años;Total;1 de julio de 1994;1.329
99 años;Total;1 de abril de 1994;""
99 años;Total;1 de enero de 1994;1.254
99 años;Total;1 de octubre de 1993;""
99 años;Total;1 de julio de 1993;1.241
99 años;Total;1 de abril de 1993;""
99 años;Total;1 de enero de 1993;1.187
99 años;Total;1 de octubre de 1992;""
99 años;Total;1 de julio de 1992;1.225
99 años;Total;1 de abril de 1992;""
99 años;Total;1 de enero de 1992;1.298
99 años;Total;1 de octubre de 1991;""
99 años;Total;1 de julio de 1991;1.290
99 años;Total;1 de abril de 1991;""
99 años;Total;1 de enero de 1991;1.216
99 años;Total;1 de octubre de 1990;""
99 años;Total;1 de julio de 1990;1.279
99 años;Total;1 de abril de 1990;""
99 años;Total;1 de enero de 1990;1.374
99 años;Total;1 de octubre de 1989;""
99 años;Total;1 de julio de 1989;1.488
99 años;Total;1 de abril de 1989;""
99 años;Total;1 de enero de 1989;1.614
99 años;Total;1 de octubre de 1988;""
99 años;Total;1 de julio de 1988;1.406
99 años;Total;1 de abril de 1988;""
99 años;Total;1 de enero de 1988;1.149
99 años;Total;1 de octubre de 1987;""
99 años;Total;1 de julio de 1987;1.097
99 años;Total;1 de abril de 1987;""
99 años;Total;1 de enero de 1987;996
99 años;Total;1 de octubre de 1986;""
99 años;Total;1 de julio de 1986;1.013
99 años;Total;1 de abril de 1986;""
99 años;Total;1 de enero de 1986;1.035
99 años;Total;1 de octubre de 1985;""
99 años;Total;1 de julio de 1985;1.087
99 años;Total;1 de abril de 1985;""
99 años;Total;1 de enero de 1985;1.209
99 años;Total;1 de octubre de 1984;""
99 años;Total;1 de julio de 1984;1.092
99 años;Total;1 de abril de 1984;""
99 años;Total;1 de enero de 1984;976
99 años;Total;1 de octubre de 1983;""
99 años;Total;1 de julio de 1983;1.031
99 años;Total;1 de abril de 1983;""
99 años;Total;1 de enero de 1983;1.102
99 años;Total;1 de octubre de 1982;""
99 años;Total;1 de julio de 1982;1.071
99 años;Total;1 de abril de 1982;""
99 años;Total;1 de enero de 1982;1.031
99 años;Total;1 de octubre de 1981;""
99 años;Total;1 de julio de 1981;1.148
99 años;Total;1 de abril de 1981;""
99 años;Total;1 de enero de 1981;1.270
99 años;Total;1 de octubre de 1980;""
99 años;Total;1 de julio de 1980;""
99 años;Total;1 de abril de 1980;""
99 años;Total;1 de enero de 1980;""
99 años;Total;1 de octubre de 1979;""
99 años;Total;1 de julio de 1979;""
99 años;Total;1 de abril de 1979;""
99 años;Total;1 de enero de 1979;""
99 años;Total;1 de octubre de 1978;""
99 años;Total;1 de julio de 1978;""
99 años;Total;1 de abril de 1978;""
99 años;Total;1 de enero de 1978;""
99 años;Total;1 de octubre de 1977;""
99 años;Total;1 de julio de 1977;""
99 años;Total;1 de abril de 1977;""
99 años;Total;1 de enero de 1977;""
99 años;Total;1 de octubre de 1976;""
99 años;Total;1 de julio de 1976;""
99 años;Total;1 de abril de 1976;""
99 años;Total;1 de enero de 1976;""
99 años;Total;1 de octubre de 1975;""
99 años;Total;1 de julio de 1975;""
99 años;Total;1 de abril de 1975;""
99 años;Total;1 de enero de 1975;""
99 años;Total;1 de octubre de 1974;""
99 años;Total;1 de julio de 1974;""
99 años;Total;1 de abril de 1974;""
99 años;Total;1 de enero de 1974;""
99 años;Total;1 de octubre de 1973;""
99 años;Total;1 de julio de 1973;""
99 años;Total;1 de abril de 1973;""
99 años;Total;1 de enero de 1973;""
99 años;Total;1 de octubre de 1972;""
99 años;Total;1 de julio de 1972;""
99 años;Total;1 de abril de 1972;""
99 años;Total;1 de enero de 1972;""
99 años;Total;1 de octubre de 1971;""
99 años;Total;1 de julio de 1971;""
99 años;Total;1 de abril de 1971;""
99 años;Total;1 de enero de 1971;""
100 años;Total;1 de enero de 2024;6.615
100 años;Total;1 de octubre de 2023;6.705
100 años;Total;1 de julio de 2023;6.655
100 años;Total;1 de abril de 2023;6.527
100 años;Total;1 de enero de 2023;6.303
100 años;Total;1 de octubre de 2022;6.337
100 años;Total;1 de julio de 2022;6.327
100 años;Total;1 de abril de 2022;6.279
100 años;Total;1 de enero de 2022;5.851
100 años;Total;1 de octubre de 2021;5.872
100 años;Total;1 de julio de 2021;5.758
100 años;Total;1 de abril de 2021;5.603
100 años;Total;1 de enero de 2021;5.435
100 años;Total;1 de octubre de 2020;""
100 años;Total;1 de julio de 2020;5.104
100 años;Total;1 de abril de 2020;""
100 años;Total;1 de enero de 2020;4.860
100 años;Total;1 de octubre de 2019;""
100 años;Total;1 de julio de 2019;4.752
100 años;Total;1 de abril de 2019;""
100 años;Total;1 de enero de 2019;4.656
100 años;Total;1 de octubre de 2018;""
100 años;Total;1 de julio de 2018;4.444
100 años;Total;1 de abril de 2018;""
100 años;Total;1 de enero de 2018;4.272
100 años;Total;1 de octubre de 2017;""
100 años;Total;1 de julio de 2017;4.223
100 años;Total;1 de abril de 2017;""
100 años;Total;1 de enero de 2017;4.246
100 años;Total;1 de octubre de 2016;""
100 años;Total;1 de julio de 2016;4.160
100 años;Total;1 de abril de 2016;""
100 años;Total;1 de enero de 2016;4.152
100 años;Total;1 de octubre de 2015;""
100 años;Total;1 de julio de 2015;4.291
100 años;Total;1 de abril de 2015;""
100 años;Total;1 de enero de 2015;4.525
100 años;Total;1 de octubre de 2014;""
100 años;Total;1 de julio de 2014;4.425
100 años;Total;1 de abril de 2014;""
100 años;Total;1 de enero de 2014;4.309
100 años;Total;1 de octubre de 2013;""
100 años;Total;1 de julio de 2013;4.261
100 años;Total;1 de abril de 2013;""
100 años;Total;1 de enero de 2013;4.285
100 años;Total;1 de octubre de 2012;""
100 años;Total;1 de julio de 2012;4.051
100 años;Total;1 de abril de 2012;""
100 años;Total;1 de enero de 2012;..
100 años;Total;1 de octubre de 2011;""
100 años;Total;1 de julio de 2011;..
100 años;Total;1 de abril de 2011;""
100 años;Total;1 de enero de 2011;..
100 años;Total;1 de octubre de 2010;""
100 años;Total;1 de julio de 2010;..
100 años;Total;1 de abril de 2010;""
100 años;Total;1 de enero de 2010;..
100 años;Total;1 de octubre de 2009;""
100 años;Total;1 de julio de 2009;..
100 años;Total;1 de abril de 2009;""
100 años;Total;1 de enero de 2009;..
100 años;Total;1 de octubre de 2008;""
100 años;Total;1 de julio de 2008;..
100 años;Total;1 de abril de 2008;""
100 años;Total;1 de enero de 2008;..
100 años;Total;1 de octubre de 2007;""
100 años;Total;1 de julio de 2007;..
100 años;Total;1 de abril de 2007;""
100 años;Total;1 de enero de 2007;..
100 años;Total;1 de octubre de 2006;""
100 años;Total;1 de julio de 2006;..
100 años;Total;1 de abril de 2006;""
100 años;Total;1 de enero de 2006;..
100 años;Total;1 de octubre de 2005;""
100 años;Total;1 de julio de 2005;..
100 años;Total;1 de abril de 2005;""
100 años;Total;1 de enero de 2005;..
100 años;Total;1 de octubre de 2004;""
100 años;Total;1 de julio de 2004;..
100 años;Total;1 de abril de 2004;""
100 años;Total;1 de enero de 2004;..
100 años;Total;1 de octubre de 2003;""
100 años;Total;1 de julio de 2003;..
100 años;Total;1 de abril de 2003;""
100 años;Total;1 de enero de 2003;..
100 años;Total;1 de octubre de 2002;""
100 años;Total;1 de julio de 2002;..
100 años;Total;1 de abril de 2002;""
100 años;Total;1 de enero de 2002;..
100 años;Total;1 de octubre de 2001;""
100 años;Total;1 de julio de 2001;""
100 años;Total;1 de abril de 2001;""
100 años;Total;1 de enero de 2001;""
100 años;Total;1 de octubre de 2000;""
100 años;Total;1 de julio de 2000;""
100 años;Total;1 de abril de 2000;""
100 años;Total;1 de enero de 2000;""
100 años;Total;1 de octubre de 1999;""
100 años;Total;1 de julio de 1999;""
100 años;Total;1 de abril de 1999;""
100 años;Total;1 de enero de 1999;""
100 años;Total;1 de octubre de 1998;""
100 años;Total;1 de julio de 1998;""
100 años;Total;1 de abril de 1998;""
100 años;Total;1 de enero de 1998;""
100 años;Total;1 de octubre de 1997;""
100 años;Total;1 de julio de 1997;""
100 años;Total;1 de abril de 1997;""
100 años;Total;1 de enero de 1997;""
100 años;Total;1 de octubre de 1996;""
100 años;Total;1 de julio de 1996;""
100 años;Total;1 de abril de 1996;""
100 años;Total;1 de enero de 1996;""
100 años;Total;1 de octubre de 1995;""
100 años;Total;1 de julio de 1995;""
100 años;Total;1 de abril de 1995;""
100 años;Total;1 de enero de 1995;""
100 años;Total;1 de octubre de 1994;""
100 años;Total;1 de julio de 1994;""
100 años;Total;1 de abril de 1994;""
100 años;Total;1 de enero de 1994;""
100 años;Total;1 de octubre de 1993;""
100 años;Total;1 de julio de 1993;""
100 años;Total;1 de abril de 1993;""
100 años;Total;1 de enero de 1993;""
100 años;Total;1 de octubre de 1992;""
100 años;Total;1 de julio de 1992;""
100 años;Total;1 de abril de 1992;""
100 años;Total;1 de enero de 1992;""
100 años;Total;1 de octubre de 1991;""
100 años;Total;1 de julio de 1991;""
100 años;Total;1 de abril de 1991;""
100 años;Total;1 de enero de 1991;""
100 años;Total;1 de octubre de 1990;""
100 años;Total;1 de julio de 1990;""
100 años;Total;1 de abril de 1990;""
100 años;Total;1 de enero de 1990;""
100 años;Total;1 de octubre de 1989;""
100 años;Total;1 de julio de 1989;""
100 años;Total;1 de abril de 1989;""
100 años;Total;1 de enero de 1989;""
100 años;Total;1 de octubre de 1988;""
100 años;Total;1 de julio de 1988;""
100 años;Total;1 de abril de 1988;""
100 años;Total;1 de enero de 1988;""
100 años;Total;1 de octubre de 1987;""
100 años;Total;1 de julio de 1987;""
100 años;Total;1 de abril de 1987;""
100 años;Total;1 de enero de 1987;""
100 años;Total;1 de octubre de 1986;""
100 años;Total;1 de julio de 1986;""
100 años;Total;1 de abril de 1986;""
100 años;Total;1 de enero de 1986;""
100 años;Total;1 de octubre de 1985;""
100 años;Total;1 de julio de 1985;""
100 años;Total;1 de abril de 1985;""
100 años;Total;1 de enero de 1985;""
100 años;Total;1 de octubre de 1984;""
100 años;Total;1 de julio de 1984;""
100 años;Total;1 de abril de 1984;""
100 años;Total;1 de enero de 1984;""
100 años;Total;1 de octubre de 1983;""
100 años;Total;1 de julio de 1983;""
100 años;Total;1 de abril de 1983;""
100 años;Total;1 de enero de 1983;""
100 años;Total;1 de octubre de 1982;""
100 años;Total;1 de julio de 1982;""
100 años;Total;1 de abril de 1982;""
100 años;Total;1 de enero de 1982;""
100 años;Total;1 de octubre de 1981;""
100 años;Total;1 de julio de 1981;""
100 años;Total;1 de abril de 1981;""
100 años;Total;1 de enero de 1981;""
100 años;Total;1 de octubre de 1980;""
100 años;Total;1 de julio de 1980;""
100 años;Total;1 de abril de 1980;""
100 años;Total;1 de enero de 1980;""
100 años;Total;1 de octubre de 1979;""
100 años;Total;1 de julio de 1979;""
100 años;Total;1 de abril de 1979;""
100 años;Total;1 de enero de 1979;""
100 años;Total;1 de octubre de 1978;""
100 años;Total;1 de julio de 1978;""
100 años;Total;1 de abril de 1978;""
100 años;Total;1 de enero de 1978;""
100 años;Total;1 de octubre de 1977;""
100 años;Total;1 de julio de 1977;""
100 años;Total;1 de abril de 1977;""
100 años;Total;1 de enero de 1977;""
100 años;Total;1 de octubre de 1976;""
100 años;Total;1 de julio de 1976;""
100 años;Total;1 de abril de 1976;""
100 años;Total;1 de enero de 1976;""
100 años;Total;1 de octubre de 1975;""
100 años;Total;1 de julio de 1975;""
100 años;Total;1 de abril de 1975;""
100 años;Total;1 de enero de 1975;""
100 años;Total;1 de octubre de 1974;""
100 años;Total;1 de julio de 1974;""
100 años;Total;1 de abril de 1974;""
100 años;Total;1 de enero de 1974;""
100 años;Total;1 de octubre de 1973;""
100 años;Total;1 de julio de 1973;""
100 años;Total;1 de abril de 1973;""
100 años;Total;1 de enero de 1973;""
100 años;Total;1 de octubre de 1972;""
100 años;Total;1 de julio de 1972;""
100 años;Total;1 de abril de 1972;""
100 años;Total;1 de enero de 1972;""
100 años;Total;1 de octubre de 1971;""
100 años;Total;1 de julio de 1971;""
100 años;Total;1 de abril de 1971;""
100 años;Total;1 de enero de 1971;""
101 años;Total;1 de enero de 2024;4.163
101 años;Total;1 de octubre de 2023;4.045
101 años;Total;1 de julio de 2023;3.925
101 años;Total;1 de abril de 2023;3.790
101 años;Total;1 de enero de 2023;3.675
101 años;Total;1 de octubre de 2022;3.575
101 años;Total;1 de julio de 2022;3.568
101 años;Total;1 de abril de 2022;3.547
101 años;Total;1 de enero de 2022;3.577
101 años;Total;1 de octubre de 2021;3.617
101 años;Total;1 de julio de 2021;3.540
101 años;Total;1 de abril de 2021;3.311
101 años;Total;1 de enero de 2021;2.979
101 años;Total;1 de octubre de 2020;""
101 años;Total;1 de julio de 2020;3.058
101 años;Total;1 de abril de 2020;""
101 años;Total;1 de enero de 2020;3.119
101 años;Total;1 de octubre de 2019;""
101 años;Total;1 de julio de 2019;3.018
101 años;Total;1 de abril de 2019;""
101 años;Total;1 de enero de 2019;2.768
101 años;Total;1 de octubre de 2018;""
101 años;Total;1 de julio de 2018;2.734
101 años;Total;1 de abril de 2018;""
101 años;Total;1 de enero de 2018;2.728
101 años;Total;1 de octubre de 2017;""
101 años;Total;1 de julio de 2017;2.752
101 años;Total;1 de abril de 2017;""
101 años;Total;1 de enero de 2017;2.774
101 años;Total;1 de octubre de 2016;""
101 años;Total;1 de julio de 2016;2.824
101 años;Total;1 de abril de 2016;""
101 años;Total;1 de enero de 2016;2.768
101 años;Total;1 de octubre de 2015;""
101 años;Total;1 de julio de 2015;2.660
101 años;Total;1 de abril de 2015;""
101 años;Total;1 de enero de 2015;2.537
101 años;Total;1 de octubre de 2014;""
101 años;Total;1 de julio de 2014;2.618
101 años;Total;1 de abril de 2014;""
101 años;Total;1 de enero de 2014;2.630
101 años;Total;1 de octubre de 2013;""
101 años;Total;1 de julio de 2013;2.589
101 años;Total;1 de abril de 2013;""
101 años;Total;1 de enero de 2013;2.450
101 años;Total;1 de octubre de 2012;""
101 años;Total;1 de julio de 2012;2.501
101 años;Total;1 de abril de 2012;""
101 años;Total;1 de enero de 2012;..
101 años;Total;1 de octubre de 2011;""
101 años;Total;1 de julio de 2011;..
101 años;Total;1 de abril de 2011;""
101 años;Total;1 de enero de 2011;..
101 años;Total;1 de octubre de 2010;""
101 años;Total;1 de julio de 2010;..
101 años;Total;1 de abril de 2010;""
101 años;Total;1 de enero de 2010;..
101 años;Total;1 de octubre de 2009;""
101 años;Total;1 de julio de 2009;..
101 años;Total;1 de abril de 2009;""
101 años;Total;1 de enero de 2009;..
101 años;Total;1 de octubre de 2008;""
101 años;Total;1 de julio de 2008;..
101 años;Total;1 de abril de 2008;""
101 años;Total;1 de enero de 2008;..
101 años;Total;1 de octubre de 2007;""
101 años;Total;1 de julio de 2007;..
101 años;Total;1 de abril de 2007;""
101 años;Total;1 de enero de 2007;..
101 años;Total;1 de octubre de 2006;""
101 años;Total;1 de julio de 2006;..
101 años;Total;1 de abril de 2006;""
101 años;Total;1 de enero de 2006;..
101 años;Total;1 de octubre de 2005;""
101 años;Total;1 de julio de 2005;..
101 años;Total;1 de abril de 2005;""
101 años;Total;1 de enero de 2005;..
101 años;Total;1 de octubre de 2004;""
101 años;Total;1 de julio de 2004;..
101 años;Total;1 de abril de 2004;""
101 años;Total;1 de enero de 2004;..
101 años;Total;1 de octubre de 2003;""
101 años;Total;1 de julio de 2003;..
101 años;Total;1 de abril de 2003;""
101 años;Total;1 de enero de 2003;..
101 años;Total;1 de octubre de 2002;""
101 años;Total;1 de julio de 2002;..
101 años;Total;1 de abril de 2002;""
101 años;Total;1 de enero de 2002;..
101 años;Total;1 de octubre de 2001;""
101 años;Total;1 de julio de 2001;""
101 años;Total;1 de abril de 2001;""
101 años;Total;1 de enero de 2001;""
101 años;Total;1 de octubre de 2000;""
101 años;Total;1 de julio de 2000;""
101 años;Total;1 de abril de 2000;""
101 años;Total;1 de enero de 2000;""
101 años;Total;1 de octubre de 1999;""
101 años;Total;1 de julio de 1999;""
101 años;Total;1 de abril de 1999;""
101 años;Total;1 de enero de 1999;""
101 años;Total;1 de octubre de 1998;""
101 años;Total;1 de julio de 1998;""
101 años;Total;1 de abril de 1998;""
101 años;Total;1 de enero de 1998;""
101 años;Total;1 de octubre de 1997;""
101 años;Total;1 de julio de 1997;""
101 años;Total;1 de abril de 1997;""
101 años;Total;1 de enero de 1997;""
101 años;Total;1 de octubre de 1996;""
101 años;Total;1 de julio de 1996;""
101 años;Total;1 de abril de 1996;""
101 años;Total;1 de enero de 1996;""
101 años;Total;1 de octubre de 1995;""
101 años;Total;1 de julio de 1995;""
101 años;Total;1 de abril de 1995;""
101 años;Total;1 de enero de 1995;""
101 años;Total;1 de octubre de 1994;""
101 años;Total;1 de julio de 1994;""
101 años;Total;1 de abril de 1994;""
101 años;Total;1 de enero de 1994;""
101 años;Total;1 de octubre de 1993;""
101 años;Total;1 de julio de 1993;""
101 años;Total;1 de abril de 1993;""
101 años;Total;1 de enero de 1993;""
101 años;Total;1 de octubre de 1992;""
101 años;Total;1 de julio de 1992;""
101 años;Total;1 de abril de 1992;""
101 años;Total;1 de enero de 1992;""
101 años;Total;1 de octubre de 1991;""
101 años;Total;1 de julio de 1991;""
101 años;Total;1 de abril de 1991;""
101 años;Total;1 de enero de 1991;""
101 años;Total;1 de octubre de 1990;""
101 años;Total;1 de julio de 1990;""
101 años;Total;1 de abril de 1990;""
101 años;Total;1 de enero de 1990;""
101 años;Total;1 de octubre de 1989;""
101 años;Total;1 de julio de 1989;""
101 años;Total;1 de abril de 1989;""
101 años;Total;1 de enero de 1989;""
101 años;Total;1 de octubre de 1988;""
101 años;Total;1 de julio de 1988;""
101 años;Total;1 de abril de 1988;""
101 años;Total;1 de enero de 1988;""
101 años;Total;1 de octubre de 1987;""
101 años;Total;1 de julio de 1987;""
101 años;Total;1 de abril de 1987;""
101 años;Total;1 de enero de 1987;""
101 años;Total;1 de octubre de 1986;""
101 años;Total;1 de julio de 1986;""
101 años;Total;1 de abril de 1986;""
101 años;Total;1 de enero de 1986;""
101 años;Total;1 de octubre de 1985;""
101 años;Total;1 de julio de 1985;""
101 años;Total;1 de abril de 1985;""
101 años;Total;1 de enero de 1985;""
101 años;Total;1 de octubre de 1984;""
101 años;Total;1 de julio de 1984;""
101 años;Total;1 de abril de 1984;""
101 años;Total;1 de enero de 1984;""
101 años;Total;1 de octubre de 1983;""
101 años;Total;1 de julio de 1983;""
101 años;Total;1 de abril de 1983;""
101 años;Total;1 de enero de 1983;""
101 años;Total;1 de octubre de 1982;""
101 años;Total;1 de julio de 1982;""
101 años;Total;1 de abril de 1982;""
101 años;Total;1 de enero de 1982;""
101 años;Total;1 de octubre de 1981;""
101 años;Total;1 de julio de 1981;""
101 años;Total;1 de abril de 1981;""
101 años;Total;1 de enero de 1981;""
101 años;Total;1 de octubre de 1980;""
101 años;Total;1 de julio de 1980;""
101 años;Total;1 de abril de 1980;""
101 años;Total;1 de enero de 1980;""
101 años;Total;1 de octubre de 1979;""
101 años;Total;1 de julio de 1979;""
101 años;Total;1 de abril de 1979;""
101 años;Total;1 de enero de 1979;""
101 años;Total;1 de octubre de 1978;""
101 años;Total;1 de julio de 1978;""
101 años;Total;1 de abril de 1978;""
101 años;Total;1 de enero de 1978;""
101 años;Total;1 de octubre de 1977;""
101 años;Total;1 de julio de 1977;""
101 años;Total;1 de abril de 1977;""
101 años;Total;1 de enero de 1977;""
101 años;Total;1 de octubre de 1976;""
101 años;Total;1 de julio de 1976;""
101 años;Total;1 de abril de 1976;""
101 años;Total;1 de enero de 1976;""
101 años;Total;1 de octubre de 1975;""
101 años;Total;1 de julio de 1975;""
101 años;Total;1 de abril de 1975;""
101 años;Total;1 de enero de 1975;""
101 años;Total;1 de octubre de 1974;""
101 años;Total;1 de julio de 1974;""
101 años;Total;1 de abril de 1974;""
101 años;Total;1 de enero de 1974;""
101 años;Total;1 de octubre de 1973;""
101 años;Total;1 de julio de 1973;""
101 años;Total;1 de abril de 1973;""
101 años;Total;1 de enero de 1973;""
101 años;Total;1 de octubre de 1972;""
101 años;Total;1 de julio de 1972;""
101 años;Total;1 de abril de 1972;""
101 años;Total;1 de enero de 1972;""
101 años;Total;1 de octubre de 1971;""
101 años;Total;1 de julio de 1971;""
101 años;Total;1 de abril de 1971;""
101 años;Total;1 de enero de 1971;""
102 años;Total;1 de enero de 2024;2.313
102 años;Total;1 de octubre de 2023;2.236
102 años;Total;1 de julio de 2023;2.204
102 años;Total;1 de abril de 2023;2.170
102 años;Total;1 de enero de 2023;2.183
102 años;Total;1 de octubre de 2022;2.192
102 años;Total;1 de julio de 2022;2.216
102 años;Total;1 de abril de 2022;2.065
102 años;Total;1 de enero de 2022;1.911
102 años;Total;1 de octubre de 2021;1.853
102 años;Total;1 de julio de 2021;1.838
102 años;Total;1 de abril de 2021;1.851
102 años;Total;1 de enero de 2021;1.889
102 años;Total;1 de octubre de 2020;""
102 años;Total;1 de julio de 2020;1.844
102 años;Total;1 de abril de 2020;""
102 años;Total;1 de enero de 2020;1.776
102 años;Total;1 de octubre de 2019;""
102 años;Total;1 de julio de 2019;1.789
102 años;Total;1 de abril de 2019;""
102 años;Total;1 de enero de 2019;1.664
102 años;Total;1 de octubre de 2018;""
102 años;Total;1 de julio de 2018;1.679
102 años;Total;1 de abril de 2018;""
102 años;Total;1 de enero de 2018;1.701
102 años;Total;1 de octubre de 2017;""
102 años;Total;1 de julio de 2017;1.768
102 años;Total;1 de abril de 2017;""
102 años;Total;1 de enero de 2017;1.779
102 años;Total;1 de octubre de 2016;""
102 años;Total;1 de julio de 2016;1.765
102 años;Total;1 de abril de 2016;""
102 años;Total;1 de enero de 2016;1.588
102 años;Total;1 de octubre de 2015;""
102 años;Total;1 de julio de 2015;1.561
102 años;Total;1 de abril de 2015;""
102 años;Total;1 de enero de 2015;1.516
102 años;Total;1 de octubre de 2014;""
102 años;Total;1 de julio de 2014;1.506
102 años;Total;1 de abril de 2014;""
102 años;Total;1 de enero de 2014;1.444
102 años;Total;1 de octubre de 2013;""
102 años;Total;1 de julio de 2013;1.507
102 años;Total;1 de abril de 2013;""
102 años;Total;1 de enero de 2013;1.602
102 años;Total;1 de octubre de 2012;""
102 años;Total;1 de julio de 2012;1.645
102 años;Total;1 de abril de 2012;""
102 años;Total;1 de enero de 2012;..
102 años;Total;1 de octubre de 2011;""
102 años;Total;1 de julio de 2011;..
102 años;Total;1 de abril de 2011;""
102 años;Total;1 de enero de 2011;..
102 años;Total;1 de octubre de 2010;""
102 años;Total;1 de julio de 2010;..
102 años;Total;1 de abril de 2010;""
102 años;Total;1 de enero de 2010;..
102 años;Total;1 de octubre de 2009;""
102 años;Total;1 de julio de 2009;..
102 años;Total;1 de abril de 2009;""
102 años;Total;1 de enero de 2009;..
102 años;Total;1 de octubre de 2008;""
102 años;Total;1 de julio de 2008;..
102 años;Total;1 de abril de 2008;""
102 años;Total;1 de enero de 2008;..
102 años;Total;1 de octubre de 2007;""
102 años;Total;1 de julio de 2007;..
102 años;Total;1 de abril de 2007;""
102 años;Total;1 de enero de 2007;..
102 años;Total;1 de octubre de 2006;""
102 años;Total;1 de julio de 2006;..
102 años;Total;1 de abril de 2006;""
102 años;Total;1 de enero de 2006;..
102 años;Total;1 de octubre de 2005;""
102 años;Total;1 de julio de 2005;..
102 años;Total;1 de abril de 2005;""
102 años;Total;1 de enero de 2005;..
102 años;Total;1 de octubre de 2004;""
102 años;Total;1 de julio de 2004;..
102 años;Total;1 de abril de 2004;""
102 años;Total;1 de enero de 2004;..
102 años;Total;1 de octubre de 2003;""
102 años;Total;1 de julio de 2003;..
102 años;Total;1 de abril de 2003;""
102 años;Total;1 de enero de 2003;..
102 años;Total;1 de octubre de 2002;""
102 años;Total;1 de julio de 2002;..
102 años;Total;1 de abril de 2002;""
102 años;Total;1 de enero de 2002;..
102 años;Total;1 de octubre de 2001;""
102 años;Total;1 de julio de 2001;""
102 años;Total;1 de abril de 2001;""
102 años;Total;1 de enero de 2001;""
102 años;Total;1 de octubre de 2000;""
102 años;Total;1 de julio de 2000;""
102 años;Total;1 de abril de 2000;""
102 años;Total;1 de enero de 2000;""
102 años;Total;1 de octubre de 1999;""
102 años;Total;1 de julio de 1999;""
102 años;Total;1 de abril de 1999;""
102 años;Total;1 de enero de 1999;""
102 años;Total;1 de octubre de 1998;""
102 años;Total;1 de julio de 1998;""
102 años;Total;1 de abril de 1998;""
102 años;Total;1 de enero de 1998;""
102 años;Total;1 de octubre de 1997;""
102 años;Total;1 de julio de 1997;""
102 años;Total;1 de abril de 1997;""
102 años;Total;1 de enero de 1997;""
102 años;Total;1 de octubre de 1996;""
102 años;Total;1 de julio de 1996;""
102 años;Total;1 de abril de 1996;""
102 años;Total;1 de enero de 1996;""
102 años;Total;1 de octubre de 1995;""
102 años;Total;1 de julio de 1995;""
102 años;Total;1 de abril de 1995;""
102 años;Total;1 de enero de 1995;""
102 años;Total;1 de octubre de 1994;""
102 años;Total;1 de julio de 1994;""
102 años;Total;1 de abril de 1994;""
